radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,455,4,10,314145,0,113.55812072754,22.197189331055,1000,1,1,1414684767,1413954328,0
UMTS,455,4,20,314148,0,113.55812072754,22.197189331055,1000,1,1,1414684767,1413955069,0
UMTS,455,4,40,296710,0,113.535324,22.179776,1000,25,1,1414684773,1433245861,0
GSM,455,1,4,2577,0,113.553485,22.174875,2784,8,1,1414684773,1433919295,0
UMTS,455,4,30,231872,0,113.551012,22.156261,1000,386,1,1414684826,1427882992,0
UMTS,455,4,30,231874,0,113.549302,22.155833,1000,166,1,1414684824,1427671763,0
UMTS,455,4,30,231869,0,113.549194,22.155848,2351,629,1,1414926663,1427851857,0
UMTS,455,4,30,231871,0,113.549427,22.155847,1000,124,1,1414926667,1427771253,0
UMTS,455,4,30,233374,0,113.553805,22.155795,1010,7,1,1414926689,1421299176,0
UMTS,455,4,30,233861,0,113.550225,22.161141,1534,24,1,1414926689,1417740676,0
UMTS,455,4,30,231877,0,113.549057,22.155834,1000,70,1,1414926689,1427771301,0
UMTS,455,4,30,234392,0,113.556519,22.157307,1000,24,1,1414926689,1432147561,0
UMTS,455,4,30,233863,0,113.54393,22.165146,1500,9,1,1414926689,1426576198,0
UMTS,455,4,30,232873,0,113.53484,22.169462,1000,21,1,1414926692,1414821897,0
UMTS,455,4,30,232541,0,113.532715,22.169123,1000,16,1,1414926692,1414822080,0
UMTS,455,4,30,247113,0,113.549881,22.161942,1584,3,1,1414926692,1426576194,0
UMTS,455,4,30,247110,0,113.555252,22.157425,1000,45,1,1414926707,1426571885,0
UMTS,455,4,30,231875,0,113.55129,22.155585,1000,115,1,1414926710,1427851877,0
UMTS,455,4,30,234394,0,113.556872,22.156865,1000,11,1,1415585916,1433190484,0
UMTS,455,4,30,233371,0,113.558121,22.156815,1000,5,1,1415585916,1433919295,0
UMTS,455,4,30,232074,0,113.55455,22.157364,1000,10,1,1415585916,1426576407,0
UMTS,455,4,30,232271,0,113.556747,22.156815,1000,5,1,1415585916,1415772725,0
UMTS,455,4,30,233901,0,113.55674743652,22.157363891602,1000,1,1,1415585977,1415495030,0
UMTS,455,4,30,208397,0,113.562101,22.163602,1000,59,1,1415585979,1425367089,0
UMTS,455,4,40,313849,0,113.555766,22.188329,1612,42,1,1415585979,1425253819,0
UMTS,455,4,40,297171,0,113.563309,22.165451,1000,9,1,1415585979,1416724260,0
UMTS,455,5,18000,8722309,0,113.539753,22.181568,1000,8,1,1415801765,1448874781,0
UMTS,455,5,18000,8719139,0,113.550043,22.186203,1000,17,1,1415801765,1439929937,0
UMTS,455,5,18000,8722720,0,113.553314,22.187576,1000,2,1,1415801765,1416261121,0
UMTS,455,5,18000,8717959,0,113.556404,22.156677,1000,4,1,1415801786,1415770327,0
UMTS,455,5,18000,8718101,0,113.557091,22.156906,1000,12,1,1415801786,1435150387,0
UMTS,455,5,18000,8721031,0,113.557434,22.157364,1000,2,1,1415801786,1415772325,0
GSM,455,1,5,2295,0,113.550186,22.156372,1000,18,1,1415851566,1418361174,0
UMTS,455,4,30,233600,0,113.55812072754,22.157363891602,1000,9,1,1415851566,1415770456,0
UMTS,455,4,40,313846,0,113.550033,22.178356,2633,69,1,1415851564,1427671259,0
UMTS,455,5,18000,8744020,0,113.554087,22.151098,1146,32,1,1415882015,1453651702,0
UMTS,455,5,18000,8721740,0,113.558807,22.156334,1000,4,1,1415943626,1474022823,0
UMTS,455,4,30,232640,0,113.55537414551,22.155990600586,1000,2,1,1415943701,1415913122,0
UMTS,455,4,30,208396,0,113.559189,22.153244,1000,9,1,1415943701,1415919376,0
UMTS,455,4,30,231675,0,113.559265,22.153244,1000,12,1,1415943701,1415919592,0
UMTS,455,4,30,233357,0,113.557904,22.151907,1000,38,1,1415943701,1417498105,0
UMTS,455,4,30,232120,0,113.55812072754,22.153244018555,1000,3,1,1415943701,1415919768,0
UMTS,455,4,30,231767,0,113.557205,22.154388,1000,6,1,1415943701,1415920142,0
UMTS,455,4,30,299422,0,113.556061,22.153244,1000,2,1,1415943701,1416356554,0
UMTS,455,4,30,208860,0,113.557571,22.153244,1000,5,1,1415943701,1433665495,0
UMTS,455,4,30,232126,0,113.558709,22.153931,1000,14,1,1415943701,1417498173,0
UMTS,455,4,30,248015,0,113.562355,22.150726,1000,12,1,1415943701,1416268994,0
UMTS,455,4,30,243900,0,113.552229,22.156788,1000,31,1,1415943703,1425366858,0
UMTS,455,4,30,233903,0,113.552957,22.155771,1000,50,1,1415943703,1433158901,0
UMTS,455,4,10,108617,0,113.5636138916,22.195816040039,1000,4,1,1416069024,1417845630,0
UMTS,455,4,40,308455,0,113.561691,22.198563,1100,10,1,1416069024,1426804123,0
UMTS,455,4,40,308916,0,113.558979,22.193241,1000,16,1,1416069024,1417845640,0
UMTS,455,4,40,299383,0,113.559494,22.196846,1000,24,1,1416069025,1425367745,0
UMTS,455,4,30,208421,0,113.561726,22.16114,1000,8,1,1416069024,1433919301,0
UMTS,455,4,40,317552,0,113.55812072754,22.197189331055,1000,2,1,1416069025,1416033109,0
UMTS,455,4,30,232159,0,113.560181,22.161484,1000,2,1,1416069024,1425257307,0
UMTS,455,4,40,307747,0,113.560867,22.198906,1000,4,1,1416069024,1416033051,0
UMTS,455,5,18000,8655004,0,113.68034362793,22.177963256836,1000,2,1,1416249668,1416035144,0
UMTS,455,5,18000,8654025,0,113.640522,22.184383,8742,3,1,1416249668,1468912636,0
UMTS,455,5,18000,8654024,0,113.68583679199,22.179336547852,1000,2,1,1416249668,1416035170,0
UMTS,455,5,18000,8674025,0,113.57734680176,22.180709838867,1000,1,1,1416249667,1416034562,0
UMTS,455,5,12000,8737949,0,113.57734680176,22.180709838867,1000,1,1,1416249667,1416034568,0
UMTS,455,5,18000,8721034,0,113.558464,22.157364,1000,4,1,1416249666,1489299577,0
UMTS,455,4,40,283336,0,113.558121,22.197647,1000,24,1,1416314991,1430867608,0
UMTS,455,4,20,169543,0,113.555374,22.196503,1000,2,1,1416314991,1418339913,0
UMTS,455,4,40,299425,0,113.539925,22.16732,1340,4,1,1416314992,1433234492,0
UMTS,455,4,30,248016,0,113.563614,22.144913,1000,30,1,1416314995,1416365205,0
UMTS,455,4,30,233904,0,113.556892,22.156569,1000,19,1,1416314999,1416292801,0
UMTS,455,5,18000,8744019,0,113.557114,22.147614,1286,30,1,1416314999,1432193588,0
UMTS,455,5,18000,8721382,0,113.560867,22.142258,1000,5,1,1416314999,1416435301,0
UMTS,455,4,30,232486,0,113.561783,22.14241,1000,9,1,1416314995,1416268856,0
UMTS,455,5,18000,8721384,0,113.55812072754,22.143630981445,1000,5,1,1416314999,1440641978,0
UMTS,455,5,18000,8721333,0,113.562698,22.143402,1000,6,1,1416314999,1483481101,0
UMTS,455,5,16600,8588600,0,113.563614,22.145416,1000,10,1,1416314999,1416435351,0
UMTS,455,4,30,248018,0,113.563375,22.149512,1000,46,1,1416314998,1433851151,0
UMTS,455,5,16600,8588601,0,113.5636138916,22.143630981445,1000,3,1,1416314999,1416435323,0
UMTS,455,5,18000,8736381,0,113.551529,22.149948,1000,10,1,1416315001,1484767036,0
UMTS,455,4,30,299416,0,113.55400085449,22.153244018555,1000,1,1,1416314995,1416264178,0
UMTS,455,5,18000,8720813,0,113.563418,22.143042,1000,7,1,1416314999,1479528571,0
UMTS,455,5,18000,8588601,0,113.5636138916,22.14225769043,1000,2,1,1416314999,1416435316,0
UMTS,455,5,16600,8721343,0,113.5636138916,22.146377563477,1000,2,1,1416314999,1416365188,0
UMTS,455,5,18000,8737809,0,113.55949401855,22.149124145508,1000,1,1,1416314999,1416264347,0
UMTS,455,5,18000,8742370,0,113.558121,22.144318,1000,2,1,1416315002,1416356786,0
UMTS,455,5,18000,8741379,0,113.560867,22.142532,1000,10,1,1416386995,1432193705,0
UMTS,455,5,18000,8741381,0,113.55812072754,22.143630981445,1000,3,1,1416386995,1432193705,0
UMTS,455,5,18000,8718734,0,113.557892,22.147522,1000,6,1,1416386995,1455779884,0
UMTS,455,5,18000,8741380,0,113.560867,22.142258,1000,4,1,1416386995,1432193588,0
UMTS,455,5,18000,8610408,0,113.563614,22.142944,1000,2,1,1416386995,1416365159,0
UMTS,455,5,16600,8739260,0,113.563614,22.1418,1000,3,1,1416386995,1448414602,0
UMTS,455,5,18000,8721343,0,113.563418,22.14677,1000,7,1,1416843409,1479546614,0
UMTS,455,5,16600,8720813,0,113.5636138916,22.146377563477,1000,1,1,1416843409,1416435354,0
UMTS,455,5,16600,8591502,0,113.55835,22.129669,1000,6,1,1416843411,1456892438,0
UMTS,455,5,16600,8590631,0,113.555374,22.125582,1000,7,1,1416843411,1456040417,0
UMTS,455,5,16600,8590280,0,113.553829,22.120113,1000,8,1,1416843411,1456040417,0
UMTS,455,5,16600,8590282,0,113.551804,22.118088,1000,15,1,1416843411,1456040417,0
UMTS,455,5,16600,8590012,0,113.55125427246,22.117538452148,1000,41,1,1416843411,1416447666,0
UMTS,455,5,16600,8590010,0,113.55125427246,22.117538452148,1000,26,1,1416843411,1416447149,0
UMTS,455,5,16600,8589991,0,113.55125427246,22.116165161133,1000,3,1,1416843412,1416447799,0
UMTS,455,5,16600,8589992,0,113.552353,22.116714,1000,5,1,1416843412,1416447836,0
UMTS,455,5,16600,8590281,0,113.552399,22.117538,1000,6,1,1416843412,1456040417,0
UMTS,455,5,16600,8586501,0,113.553684,22.123982,1000,13,1,1416843412,1483481101,0
UMTS,455,5,16600,8590822,0,113.558121,22.128372,1000,9,1,1416843412,1457294987,0
UMTS,455,5,16600,8607209,0,113.557777,22.132645,1000,4,1,1416843412,1416448053,0
UMTS,455,5,16600,8590642,0,113.562927,22.136421,1000,4,1,1416843412,1483481101,0
UMTS,455,5,16600,8607207,0,113.563202,22.138412,1000,10,1,1416843412,1456892455,0
UMTS,455,5,16600,8592062,0,113.558395,22.130173,1000,5,1,1416843410,1483481101,0
UMTS,455,5,16600,8587212,0,113.559494,22.130928,1000,4,1,1416843410,1455132772,0
UMTS,455,5,16600,8611549,0,113.562515,22.131546,1000,5,1,1416843412,1448496217,0
UMTS,455,5,16600,8591552,0,113.562698,22.131729,1000,3,1,1416843412,1483481101,0
UMTS,455,5,16600,8610639,0,113.563614,22.136765,1000,2,1,1416843412,1448496217,0
UMTS,455,5,18000,8612059,0,113.55262756348,22.140884399414,1000,1,1,1416843410,1416442020,0
UMTS,455,5,16600,8591561,0,113.55629,22.125778,1000,6,1,1416843412,1456892620,0
UMTS,455,5,16600,8590411,0,113.562241,22.132988,1000,4,1,1416843412,1483481101,0
UMTS,455,5,16600,8590011,0,113.55125427246,22.117538452148,1000,1,1,1416843411,1416446009,0
UMTS,455,5,16600,8611499,0,113.55812072754,22.129898071289,1000,1,1,1416843412,1416448024,0
UMTS,455,5,16600,8610638,0,113.56086730957,22.131271362305,1000,2,1,1416843412,1416448064,0
UMTS,455,5,16600,8610408,0,113.562927,22.131958,1000,2,1,1416843412,1448496217,0
UMTS,455,5,16600,8589990,0,113.55125427246,22.116165161133,1000,3,1,1416843412,1416447811,0
UMTS,455,5,16600,8590821,0,113.558807,22.127838,1000,2,1,1416843412,1456892438,0
UMTS,455,5,16600,8612059,0,113.555374,22.140198,1000,2,1,1416843410,1456892455,0
UMTS,455,5,16600,8591521,0,113.55674743652,22.125778198242,1000,2,1,1416843411,1448414623,0
UMTS,455,4,30,234130,0,113.55812072754,22.143630981445,1000,1,1,1417006847,1416365088,0
UMTS,455,4,30,246711,0,113.560867,22.149811,1000,2,1,1417006844,1433919295,0
UMTS,455,4,30,232480,0,113.560506,22.142258,1000,19,1,1417006847,1427018759,0
UMTS,455,4,30,243351,0,113.557871,22.149624,1000,22,1,1417006876,1416431580,0
UMTS,455,4,30,232483,0,113.562756,22.144146,1000,32,1,1417006876,1416435370,0
UMTS,455,5,18000,8654633,0,113.55537414551,22.197189331055,1000,1,1,1417006911,1416962842,0
UMTS,455,5,18000,8720509,0,113.557434,22.16011,1000,2,1,1417762105,1448414602,0
UMTS,455,5,18000,8720450,0,113.555222,22.160263,1000,9,1,1417804695,1417743539,0
GSM,455,3,2180,30903,0,113.550224,22.156334,1000,4,1,1417804696,1488132120,0
GSM,455,3,2180,32236,0,113.55125427246,22.155990600586,1000,1,1,1417804696,1417771270,0
UMTS,455,5,18000,8717289,0,113.55949401855,22.197189331055,1000,2,1,1417886433,1417845896,0
UMTS,455,4,20,165156,0,113.5375213623,22.202682495117,1000,5,1,1418169460,1418278308,0
UMTS,455,4,20,164728,0,113.537646,22.202807,1000,11,1,1418169610,1418149911,0
GSM,455,1,5,2147,0,113.546168,22.15477,1000,27,1,1418916884,1433919295,0
UMTS,455,4,30,208641,0,113.557281,22.128143,1000,18,1,1418916884,1416442244,0
UMTS,455,4,30,232330,0,113.552951,22.120689,1000,17,1,1418916884,1416442430,0
UMTS,455,4,30,232350,0,113.55125427246,22.117538452148,1000,8,1,1418916884,1416442532,0
UMTS,455,4,30,233409,0,113.55125427246,22.117538452148,1000,17,1,1418916884,1416446694,0
UMTS,455,4,30,233412,0,113.55125427246,22.117538452148,1000,36,1,1418916884,1416446530,0
UMTS,455,4,30,207701,0,113.55125427246,22.117538452148,1000,1,1,1418916887,1416444543,0
UMTS,455,4,40,313852,0,113.588626,22.185891,11568,49,1,1418916916,1427671285,0
UMTS,455,4,40,301606,0,113.563989,22.197189,1799,11,1,1418916916,1417487266,0
UMTS,455,4,30,232135,0,113.561726,22.159767,1000,16,1,1418916914,1439982815,0
UMTS,455,4,40,295172,0,113.529831,22.185654,1000,5,1,1418916907,1416707724,0
UMTS,455,4,40,295168,0,113.53244,22.189774,1000,10,1,1418916909,1435259611,0
UMTS,455,4,40,295908,0,113.534775,22.193413,1000,4,1,1418916909,1432964645,0
UMTS,455,4,40,295268,0,113.536377,22.195816,1000,6,1,1418916909,1434239405,0
UMTS,455,4,20,169128,0,113.53614807129,22.19856262207,1000,6,1,1418916909,1416708291,0
UMTS,455,4,20,164368,0,113.5375213623,22.202682495117,1000,2,1,1418916909,1434950063,0
UMTS,455,4,40,295167,0,113.532257,22.18895,1000,6,1,1418916909,1434320708,0
UMTS,455,4,40,295166,0,113.530518,22.187164,1000,10,1,1418916909,1434875198,0
UMTS,455,4,40,295347,0,113.529674,22.182868,1000,7,1,1418916909,1416709039,0
UMTS,455,4,40,295169,0,113.531754,22.1884,1000,10,1,1418916907,1432964644,0
UMTS,455,4,40,295910,0,113.534225,22.19252,1000,5,1,1418916909,1433103709,0
UMTS,455,4,40,295200,0,113.53614807129,22.194442749023,1000,4,1,1418916909,1416707996,0
UMTS,455,4,20,169126,0,113.536148,22.196565,1000,11,1,1418916909,1416708819,0
UMTS,455,4,20,169124,0,113.536682,22.197495,1000,18,1,1418916909,1434087488,0
UMTS,455,4,40,295346,0,113.53393,22.177118,1000,13,1,1418916909,1433919295,0
UMTS,455,4,40,295265,0,113.536835,22.195816,1000,2,1,1418916909,1434875198,0
GSM,455,1,5,2346,0,113.569638,22.186266,1856,44,1,1418916935,1433919295,0
UMTS,455,4,30,232773,0,113.55262756348,22.157363891602,1000,2,1,1418916939,1416987475,0
UMTS,455,4,30,232097,0,113.548508,22.156677,1000,2,1,1418916951,1417056845,0
UMTS,455,1,4,299375,0,113.56224060059,22.195816040039,1000,1,1,1418916935,1416962063,0
UMTS,455,4,40,306707,0,113.53556,22.17986,1000,21,1,1418916937,1433245894,0
GSM,455,1,5,2166,0,113.5636138916,22.190322875977,1000,1,1,1418916935,1416961953,0
UMTS,455,4,40,300942,0,113.538862,22.166356,1229,42,1,1418916969,1427671536,0
UMTS,455,4,40,295896,0,113.555984,22.1978,1000,27,1,1418916997,1430867608,0
UMTS,455,4,40,273708,0,113.545886,22.189699,1000,11,1,1418916997,1425511371,0
UMTS,455,4,40,313749,0,113.547919,22.189931,1000,7,1,1418916997,1417492089,0
UMTS,455,4,40,298390,0,113.549057,22.190598,1000,5,1,1418916997,1417492118,0
UMTS,455,4,40,297948,0,113.547478,22.190495,1000,8,1,1418916997,1425378701,0
UMTS,455,4,40,298389,0,113.547634,22.189074,1000,11,1,1418916997,1425511371,0
UMTS,455,4,30,233870,0,113.555691,22.152293,1000,13,1,1418916999,1426655149,0
UMTS,455,4,40,208859,0,113.55537414551,22.153244018555,1000,1,1,1418916999,1417498412,0
UMTS,455,4,40,273780,0,113.548737,22.185516,1000,6,1,1418916997,1430867608,0
UMTS,455,4,30,232025,0,113.55949401855,22.15461730957,1000,3,1,1418916999,1417498120,0
UMTS,455,4,40,297751,0,113.557434,22.197876,1000,12,1,1418916997,1427670859,0
UMTS,455,4,40,282236,0,113.560867,22.204742,1000,4,1,1418916997,1423712802,0
UMTS,455,4,40,297490,0,113.547134,22.189636,1000,2,1,1418916997,1425511371,0
UMTS,455,4,30,233873,0,113.555374,22.152328,1000,3,1,1418916999,1417498473,0
UMTS,455,4,30,299419,0,113.554001,22.152557,1000,2,1,1418917001,1417506239,0
UMTS,455,4,40,233877,0,113.55400085449,22.151870727539,1000,1,1,1418917001,1417506277,0
UMTS,455,4,30,231873,0,113.55262756348,22.149124145508,1000,6,1,1418916994,1417475317,0
UMTS,455,4,30,231870,0,113.55186,22.153446,1000,34,1,1418916994,1417482184,0
UMTS,455,4,40,300938,0,113.53656,22.176087,2916,30,1,1418916995,1432147562,0
UMTS,455,4,30,274319,0,113.54301452637,22.155990600586,1000,1,1,1418916995,1417485770,0
UMTS,455,4,40,297516,0,113.549881,22.187119,1000,3,1,1418916995,1433245861,0
UMTS,455,4,40,300939,0,113.53641,22.17247,1536,21,1,1418917034,1434221401,0
UMTS,455,4,40,296371,0,113.541283,22.189487,1000,46,1,1418917036,1430203261,0
UMTS,455,4,40,296373,0,113.542374,22.189407,1000,15,1,1418917036,1426645098,0
UMTS,455,4,40,296711,0,113.537521,22.181396,1000,2,1,1418917036,1417654876,0
UMTS,455,4,40,297753,0,113.554931,22.197721,1000,31,1,1418917038,1433399630,0
UMTS,455,4,40,299490,0,113.54438781738,22.190322875977,1000,3,1,1418917036,1417654479,0
UMTS,455,4,40,313651,0,113.539124,22.190552,1000,6,1,1418917036,1417654738,0
UMTS,455,4,40,297427,0,113.552971,22.196846,1000,4,1,1418917038,1435561789,0
UMTS,455,4,40,273709,0,113.544846,22.190094,1000,6,1,1418917036,1425511371,0
UMTS,455,4,40,295812,0,113.540817,22.191147,1000,5,1,1418917036,1426653907,0
UMTS,455,4,40,297911,0,113.548115,22.193069,1000,7,1,1418917039,1435561789,0
UMTS,455,4,40,299493,0,113.545532,22.190781,1000,6,1,1418917039,1435561789,0
UMTS,455,4,40,296382,0,113.542252,22.190323,1000,9,1,1418917039,1426654026,0
UMTS,455,4,40,296368,0,113.540479,22.189372,1000,13,1,1418917039,1426653013,0
UMTS,455,4,40,297822,0,113.546677,22.191696,1000,3,1,1418917039,1432803769,0
UMTS,455,4,40,300605,0,113.54393,22.190323,1000,3,1,1418917039,1425511371,0
UMTS,455,4,40,297823,0,113.54438781738,22.190322875977,1000,2,1,1418917039,1417656226,0
UMTS,455,4,30,242030,0,113.559494,22.159286,1000,5,1,1418917063,1417845334,0
UMTS,455,4,30,247118,0,113.559151,22.160797,1000,16,1,1418917063,1417845390,0
UMTS,455,4,8,208421,0,113.563614,22.171097,1000,8,1,1418917063,1417845492,0
UMTS,455,4,30,233867,0,113.55812072754,22.158737182617,1000,2,1,1418917054,1417740679,0
UMTS,455,4,30,298446,0,113.56224060059,22.16423034668,1000,1,1,1418917063,1417845407,0
UMTS,455,4,40,309027,0,113.560867,22.192154,1000,3,1,1418917063,1426459738,0
UMTS,455,1,5,232361,0,113.54988098145,22.155990600586,1000,1,1,1418917080,1418358211,0
UMTS,455,4,40,296478,0,113.546084,22.183134,1809,25,1,1418917084,1427671376,0
UMTS,455,1,4,208199,0,113.816299,22.18071,1000,3,1,1418917085,1418409015,0
UMTS,455,4,10,86744,0,113.55812072754,22.212295532227,1000,3,1,1419600760,1419581208,0
UMTS,455,4,10,86741,0,113.675159,22.182394,12500,9,1,1419600880,1425369013,0
GSM,455,1,5,2139,0,113.553314,22.155991,1000,2,1,1420471879,1427616963,0
UMTS,455,5,18000,8717563,0,113.53340148926,22.187576293945,1000,1,1,1421300654,1421280855,0
UMTS,455,5,18000,8722952,0,113.53614807129,22.18620300293,1000,1,1,1421300762,1421280962,0
UMTS,455,5,18000,8716933,0,113.537521,22.18689,1000,2,1,1421300885,1489183127,0
UMTS,455,4,30,300905,0,113.60893249512,22.175216674805,1000,1,1,1421339524,1421114289,0
UMTS,455,4,40,297752,0,113.555374,22.193842,1000,16,1,1421339527,1427671118,0
UMTS,455,4,40,308225,0,113.545303,22.183304,1409,18,1,1421339527,1427671353,0
UMTS,455,4,40,301609,0,113.562317,22.199478,1699,18,1,1421339524,1432196895,0
UMTS,455,4,40,298779,0,113.54164123535,22.157363891602,1000,2,1,1421339533,1426460172,0
UMTS,455,4,30,234514,0,113.558807,22.157021,1000,4,1,1421339567,1434506344,0
UMTS,455,4,30,247117,0,113.57460021973,22.183456420898,1000,1,1,1421339571,1421301270,0
UMTS,455,4,30,234269,0,113.587646,22.17659,1000,2,1,1421339571,1421301359,0
GSM,455,1,5,2196,0,113.551712,22.158279,1000,3,1,1421339563,1434370030,0
UMTS,455,4,30,231753,0,113.551254,22.157913,1000,5,1,1422116783,1422077369,0
UMTS,455,4,30,232166,0,113.56086730957,22.157363891602,1000,1,1,1422116786,1422082173,0
UMTS,455,4,40,298755,0,113.55537414551,22.187576293945,1000,1,1,1424230805,1424128842,0
UMTS,455,4,40,300980,0,113.533401,22.17865,1000,2,1,1424230805,1424129053,0
UMTS,455,4,40,298776,0,113.54164123535,22.157363891602,1000,1,1,1424230807,1424129242,0
UMTS,455,4,40,298931,0,113.554344,22.195816,1000,4,1,1424230805,1427671087,0
UMTS,455,4,40,295569,0,113.539307,22.190735,1000,10,1,1424230812,1424165878,0
UMTS,455,4,20,179723,0,113.544731,22.195473,1000,12,1,1424230812,1436933368,0
UMTS,455,4,20,165487,0,113.545761,22.196274,1000,9,1,1424230812,1424166200,0
UMTS,455,4,20,169291,0,113.5457611084,22.195816040039,1000,5,1,1424230812,1424179743,0
UMTS,455,4,40,306375,0,113.54164123535,22.194442749023,1000,1,1,1424230812,1424165966,0
UMTS,455,4,40,311495,0,113.542709,22.194443,1000,9,1,1424230812,1424166013,0
UMTS,455,4,20,169285,0,113.545761,22.195267,1000,5,1,1424230812,1430531765,0
UMTS,455,4,40,311516,0,113.541641,22.193985,1000,3,1,1424230812,1424165955,0
UMTS,455,4,20,169458,0,113.54301452637,22.194442749023,1000,1,1,1458843146,1430531765,0
UMTS,455,5,12000,8651256,0,113.545761,22.219162,1000,3,1,1458843149,1492294099,0
UMTS,455,1,15,24907,0,113.555031,22.153244,1000,4,1,1465115197,1465705147,0
GSM,455,1,5,2285,0,113.576523,22.177414,1503,5,1,1424323863,1425511371,0
GSM,455,1,5,2328,0,113.573227,22.17453,1061,2,1,1424323863,1425511492,0
UMTS,455,5,12000,8651918,0,113.54713439941,22.210922241211,1000,2,1,1425004852,1425793649,0
UMTS,455,5,12000,8655007,0,113.547134,22.210648,1000,5,1,1425004912,1483225530,0
UMTS,455,5,12000,8653108,0,113.54713439941,22.210922241211,1000,3,1,1425004974,1442910561,0
UMTS,455,5,18000,8716344,0,113.548233,22.193344,1000,5,1,1425206241,1465871829,0
UMTS,455,5,12000,8658347,0,113.54713439941,22.202682495117,1000,1,1,1425385039,1425365239,0
GSM,455,1,4,2174,0,113.597588,22.179457,3384,23,1,1425446198,1425252582,0
GSM,455,1,5,2410,0,113.605499,22.175217,1000,4,1,1425446198,1425252288,0
GSM,455,1,5,2213,0,113.596115,22.175675,1089,6,1,1425446198,1425252388,0
UMTS,455,4,20,169546,0,113.55400085449,22.197189331055,1000,1,1,1425446211,1425253626,0
UMTS,455,4,40,297431,0,113.552399,22.191696,1000,6,1,1425446211,1426644185,0
UMTS,455,4,40,283339,0,113.558464,22.198219,1000,4,1,1425446211,1433665495,0
UMTS,455,4,40,295899,0,113.555832,22.198105,1000,3,1,1425446211,1425511371,0
UMTS,455,4,40,298750,0,113.55537414551,22.195816040039,1000,1,1,1425446211,1425253682,0
UMTS,455,4,40,313855,0,113.552971,22.187576,1000,8,1,1425446211,1426459809,0
UMTS,455,4,30,233520,0,113.557297,22.165604,1000,5,1,1425446215,1425257243,0
UMTS,455,4,10,98910,0,113.556997,22.206802,1000,11,1,1425446217,1425258128,0
UMTS,455,4,10,100068,0,113.55674743652,22.206802368164,1000,1,1,1425446217,1425257806,0
UMTS,455,4,40,296839,0,113.560181,22.204742,1000,2,1,1425446217,1425258251,0
UMTS,455,4,40,282239,0,113.556747,22.199021,1384,23,1,1425446215,1428688281,0
UMTS,455,4,10,100071,0,113.55674743652,22.206802368164,1000,7,1,1425446217,1425257907,0
UMTS,455,4,10,100307,0,113.55674743652,22.206802368164,1000,2,1,1425446217,1425257936,0
UMTS,455,4,40,298462,0,113.55537414551,22.190322875977,1000,1,1,1425446217,1425259532,0
UMTS,455,4,40,298759,0,113.551254,22.186661,1000,3,1,1425446213,1430867608,0
UMTS,455,4,40,295349,0,113.53477478027,22.175216674805,1000,2,1,1425446213,1425259811,0
UMTS,455,4,10,100310,0,113.55674743652,22.206802368164,1000,1,1,1425446217,1425257949,0
UMTS,455,4,10,98907,0,113.55674743652,22.206802368164,1000,1,1,1425446217,1425257841,0
UMTS,455,4,40,274317,0,113.54164123535,22.155990600586,1000,1,1,1425446213,1425254175,0
UMTS,455,4,30,231674,0,113.562241,22.159424,1000,2,1,1425446244,1425366998,0
UMTS,455,4,40,298982,0,113.549057,22.166977,1934,5,1,1425446252,1427068407,0
UMTS,455,4,30,231671,0,113.56224060059,22.158737182617,1000,1,1,1425446244,1425366983,0
UMTS,455,5,12000,8671863,0,113.547649,22.204056,1000,8,1,1425645922,1430685186,0
UMTS,455,5,12000,8655046,0,113.550339,22.200394,1000,3,1,1425730007,1488933089,0
UMTS,455,5,12000,8651688,0,113.549881,22.200623,1000,2,1,1425730057,1439418188,0
UMTS,455,5,12000,8652306,0,113.548233,22.201584,1000,5,1,1425730120,1478949850,0
UMTS,455,5,12000,8651517,0,113.547134,22.202957,1000,5,1,1425730347,1482488533,0
UMTS,455,5,12000,8673105,0,113.54635,22.210726,1000,7,1,1425812303,1459504919,0
UMTS,455,5,12000,8675004,0,113.546791,22.210751,1000,8,1,1425812371,1459504919,0
UMTS,455,5,12000,8654607,0,113.54713439941,22.202682495117,1000,1,1,1425903313,1425883513,0
UMTS,455,5,18000,8718362,0,113.556747,22.192383,1000,2,1,1426003253,1425983543,0
UMTS,455,5,18000,8722322,0,113.557205,22.194901,1000,3,1,1426003317,1481865683,0
UMTS,455,5,18000,8717922,0,113.555374,22.193756,1000,4,1,1426003363,1443742521,0
UMTS,455,5,12000,8654606,0,113.549118,22.20192,1000,9,1,1426072359,1478949850,0
UMTS,455,5,12000,8655478,0,113.546448,22.203712,1000,4,1,1426072520,1429387182,0
UMTS,455,5,12000,8652084,0,113.55400085449,22.201309204102,1000,1,1,1426420896,1426401096,0
UMTS,455,5,12000,8652086,0,113.554688,22.204056,1000,2,1,1426420965,1477997776,0
UMTS,455,5,18000,8716322,0,113.547821,22.192775,1409,14,1,1426593502,1448874783,0
UMTS,455,4,30,247111,0,113.55537414551,22.158737182617,1000,2,1,1426707799,1426571503,0
UMTS,455,4,30,242119,0,113.557777,22.157364,1000,4,1,1426707799,1426571577,0
UMTS,455,4,30,233477,0,113.55125427246,22.155990600586,1000,1,1,1426707799,1426570987,0
UMTS,455,4,40,295902,0,113.556061,22.197533,1000,4,1,1426707793,1427670986,0
